C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1     1/24/2017  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	S	Ar	K	Ca	Ti	Cr	Mn	Fe	Ni	Cu	Zn	Br	Rb	Sr	Zr	Tc	Ag	In	Sn	Ba	Pm	Sm	Gd	Tb	Dy	Ho	Tm	Tl	Pb	At	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000170.spe	367.34	5.03	1	0.017514	-0.010617	0.009835	0.091522	42415	1.31	0.000	0.102	1.218	0.062	1.096	6.822	0.820	8.015	0.856	0.515	171.806	0.725	0.000	1.284	0.031	2.972	2.436	3.370	0.000	0.000	0.195	0.054	0.591	0.000	0.086	0.000	1.192	0.000	0.000	1.319	0.249	0.367	0.060	0.543	0.000	0.622	1.093	4.732	0.398	0.073	0.794	0.269	0.544	0.230	118.411	29.803	0.322	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000171.spe	369.34	5.02	1	0.017514	-0.010617	0.009835	0.091522	39839	1.25	0.000	0.141	1.263	0.078	1.074	6.469	0.720	7.451	0.529	0.362	151.002	0.523	0.000	1.303	0.000	2.648	1.957	2.632	0.000	0.035	0.259	0.000	0.517	0.000	0.081	0.000	1.477	0.000	0.180	1.108	0.314	0.702	0.000	0.668	0.165	0.333	0.767	4.313	0.435	0.599	0.044	0.000	1.210	0.234	109.961	28.659	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000172.spe	371.34	5.03	1	0.017513	-0.010617	0.009818	0.091522	40194	1.35	0.000	0.078	1.299	0.000	0.904	7.316	0.635	8.222	0.992	0.495	167.866	0.708	0.000	1.500	0.000	2.336	2.524	2.806	0.029	0.116	0.089	0.097	0.775	0.000	0.109	0.000	1.881	0.000	0.412	1.804	0.000	0.275	0.074	0.379	0.363	0.392	0.794	4.698	0.223	0.000	0.000	0.146	0.895	0.138	107.143	28.856	0.307	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000173.spe	373.34	5.02	1	0.017512	-0.010617	0.009795	0.091522	40308	1.50	0.022	0.216	1.478	0.085	0.931	7.231	0.612	7.496	1.115	0.445	166.889	0.577	0.000	1.433	0.249	2.838	2.443	2.929	0.035	0.086	0.098	0.157	0.624	0.000	0.064	0.000	1.788	0.000	0.219	1.746	0.058	0.586	0.360	0.386	0.000	0.228	0.872	4.891	0.411	0.374	0.000	0.000	0.709	0.297	108.552	28.294	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000174.spe	375.34	5.03	1	0.017517	-0.010617	0.009842	0.091522	40984	1.30	0.000	0.119	1.277	0.000	1.255	6.948	0.699	7.744	0.630	0.245	175.458	0.502	0.000	1.175	0.054	1.823	2.307	3.558	0.036	0.000	0.389	0.000	0.639	0.000	0.129	0.000	1.040	0.247	0.174	1.314	0.113	0.432	0.320	0.370	0.753	0.580	0.885	5.248	0.114	0.476	0.049	0.304	0.577	0.000	106.573	28.295	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000175.spe	377.34	5.03	1	0.017517	-0.010617	0.009842	0.091522	40367	1.33	0.000	0.186	1.276	0.014	1.040	7.216	0.698	7.637	0.398	0.325	176.143	0.869	0.000	1.002	0.092	2.517	2.311	3.221	0.000	0.052	0.264	0.024	0.535	0.136	0.000	0.000	0.842	0.000	0.245	1.535	0.000	0.471	0.439	0.792	0.024	0.263	1.066	5.419	0.491	0.075	0.110	0.093	0.672	0.136	104.860	27.915	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000176.spe	379.34	5.02	1	0.017515	-0.010617	0.009888	0.091522	40232	1.29	0.000	0.194	1.138	0.000	0.934	6.321	0.619	6.543	0.513	0.351	164.805	0.331	0.000	0.761	0.118	2.918	2.232	4.480	0.045	0.134	0.251	0.052	0.687	0.016	0.065	0.000	1.409	0.000	0.583	1.648	0.032	0.351	0.065	0.804	0.000	0.568	0.474	4.535	0.193	0.347	0.000	0.000	0.903	0.208	105.013	29.559	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000177.spe	381.34	5.02	1	0.017514	-0.010617	0.009903	0.091522	39477	1.38	0.000	0.184	1.103	0.022	1.026	6.091	0.738	6.756	0.793	0.337	147.811	0.529	0.000	1.094	0.000	2.144	2.056	5.475	0.000	0.016	0.142	0.000	0.602	0.000	0.070	0.000	1.189	0.000	0.366	1.001	0.000	0.204	0.461	0.765	0.000	0.243	0.687	4.561	0.614	0.927	0.234	0.648	0.518	0.468	110.848	28.883	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000178.spe	383.34	5.03	1	0.017513	-0.010617	0.009919	0.091522	41959	1.57	0.000	0.138	0.921	0.019	1.020	6.746	0.702	7.993	0.678	0.333	187.754	0.369	0.000	1.107	0.357	2.324	2.706	4.288	0.025	0.063	0.209	0.000	0.478	0.000	0.017	0.000	1.561	0.000	0.545	1.984	0.087	0.353	0.000	0.731	0.324	0.343	0.802	5.523	0.000	0.195	0.072	0.000	0.418	0.000	108.746	28.870	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000179.spe	385.34	5.03	1	0.017517	-0.010617	0.009770	0.091522	42161	1.41	0.000	0.079	0.933	0.047	0.961	6.839	0.718	7.445	0.433	0.436	204.153	0.608	0.000	1.308	0.000	2.354	2.066	3.825	0.011	0.076	0.223	0.000	0.666	0.196	0.246	0.000	0.461	0.046	0.197	1.603	0.051	0.361	0.350	0.537	0.327	0.791	1.276	6.032	0.071	0.308	0.177	0.000	0.568	0.251	104.046	27.621	0.311	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000180.spe	387.34	5.03	1	0.017516	-0.010617	0.009792	0.091522	43844	1.57	0.000	0.207	0.990	0.042	1.067	7.702	0.666	8.481	1.209	0.699	236.191	0.554	0.000	1.255	0.213	2.438	2.345	3.207	0.037	0.038	0.132	0.057	0.750	0.000	0.178	0.000	1.191	0.000	0.295	2.054	0.000	0.537	0.309	0.498	0.079	0.437	1.315	7.211	0.000	0.411	0.000	0.000	0.755	0.235	102.388	26.777	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000181.spe	389.34	5.03	1	0.017515	-0.010617	0.009792	0.091522	42335	1.42	0.000	0.165	1.001	0.090	0.996	7.483	0.649	8.273	0.611	0.444	211.449	0.683	0.000	1.325	0.022	3.043	2.261	3.681	0.046	0.086	0.178	0.064	0.706	0.011	0.098	0.000	1.776	0.000	0.230	1.754	0.000	0.507	0.214	0.402	0.000	0.703	1.114	5.931	0.051	0.047	0.050	0.000	0.723	0.330	102.290	27.763	0.309	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000182.spe	391.34	5.03	1	0.017516	-0.010617	0.009892	0.091522	42778	1.38	0.000	0.135	0.801	0.097	0.951	6.895	0.767	7.753	0.430	0.393	212.973	0.570	0.000	1.189	0.193	2.551	2.117	4.437	0.025	0.112	0.290	0.000	0.581	0.175	0.114	0.000	0.958	0.000	0.186	1.727	0.000	0.411	0.380	0.790	0.226	0.839	1.104	6.410	0.097	0.000	0.000	0.022	0.638	0.236	105.244	28.152	0.311	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000183.spe	393.34	5.05	1	0.017519	-0.010617	0.009958	0.091522	41738	1.20	0.018	0.249	1.075	0.000	0.837	6.672	0.759	7.599	0.659	0.331	192.461	0.817	0.084	1.481	0.000	2.225	2.269	4.303	0.045	0.140	0.261	0.019	0.558	0.000	0.143	0.000	0.000	0.106	0.213	1.881	0.000	0.461	0.149	0.268	0.038	0.719	1.073	6.029	0.370	0.000	0.022	0.039	0.674	0.256	107.082	28.673	0.312	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000184.spe	395.34	5.05	1	0.017520	-0.010617	0.009958	0.091522	41418	1.47	0.000	0.159	1.220	0.077	0.936	7.255	0.665	7.586	0.444	0.389	192.260	0.667	0.000	1.054	0.236	2.510	2.364	4.052	0.021	0.100	0.101	0.072	0.600	0.209	0.187	0.000	0.000	0.205	0.000	1.638	0.130	0.449	0.275	0.410	0.171	0.758	1.192	5.658	0.174	0.635	0.000	0.000	0.841	0.000	105.840	27.814	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000185.spe	397.34	5.06	1	0.017517	-0.010617	0.009919	0.091522	40390	1.40	0.000	0.166	1.363	0.045	0.971	7.088	0.751	7.614	0.597	0.449	173.754	0.544	0.000	1.102	0.059	2.470	2.089	4.546	0.000	0.015	0.205	0.072	0.631	0.000	0.206	0.000	0.945	0.000	0.339	1.797	0.000	0.332	0.555	0.733	0.000	0.316	0.911	4.844	0.000	0.548	0.000	0.000	0.654	0.000	105.345	28.981	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000186.spe	399.34	5.05	1	0.017518	-0.010617	0.009928	0.091522	40486	1.43	0.000	0.137	1.381	0.000	0.952	6.877	0.595	8.331	0.670	0.471	174.290	0.843	0.000	0.701	0.416	2.605	2.495	5.529	0.000	0.045	0.209	0.044	0.806	0.000	0.172	0.000	0.088	0.000	0.000	1.990	0.000	0.446	0.428	0.777	0.000	0.717	1.208	5.211	0.000	0.472	0.280	0.000	0.112	0.082	105.195	28.190	0.309	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000187.spe	401.34	5.06	1	0.017518	-0.010617	0.009928	0.091522	39919	1.27	0.000	0.136	1.569	0.000	1.085	6.734	0.631	7.596	0.601	0.392	161.863	0.487	0.026	0.930	0.000	2.491	2.197	4.474	0.013	0.034	0.176	0.076	0.508	0.000	0.149	0.000	0.086	0.295	0.298	1.250	0.196	0.510	0.506	0.563	0.108	0.399	0.647	5.073	0.649	0.000	0.298	0.733	0.540	0.160	108.241	29.391	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000188.spe	403.34	5.07	1	0.017520	-0.010617	0.009943	0.091522	40515	1.42	0.000	0.124	2.057	0.037	0.935	7.138	0.587	8.095	0.615	0.362	168.835	0.457	0.000	0.998	0.000	2.127	1.794	4.438	0.021	0.024	0.000	0.294	0.756	0.000	0.145	0.000	0.059	0.480	0.419	1.467	0.000	0.144	0.640	0.330	0.000	0.502	0.366	4.901	0.457	0.000	0.000	0.463	0.313	0.466	108.786	30.141	0.312	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000189.spe	405.34	5.06	1	0.017517	-0.010617	0.010001	0.091522	38379	1.29	0.000	0.100	1.828	0.024	0.971	6.249	0.486	6.831	0.594	0.308	141.176	0.460	0.000	0.828	0.000	1.792	2.141	4.961	0.000	0.089	0.158	0.091	0.485	0.099	0.133	0.000	0.488	0.196	0.563	1.329	0.000	0.275	0.462	0.589	0.650	0.633	0.481	4.083	0.211	0.164	0.037	0.232	0.539	0.559	108.108	29.769	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000190.spe	407.34	5.06	1	0.017518	-0.010617	0.010009	0.091522	38981	1.39	0.000	0.194	2.166	0.041	1.170	6.151	0.527	7.368	0.971	0.537	153.337	0.750	0.261	0.899	0.000	2.278	1.813	5.638	0.051	0.000	0.000	0.153	0.660	0.000	0.162	0.000	0.358	0.425	0.078	1.332	0.340	0.000	0.364	1.113	0.000	0.906	0.764	4.132	0.352	0.668	0.450	0.502	0.854	0.128	102.979	29.112	0.305	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000191.spe	409.34	5.07	1	0.017517	-0.010617	0.010030	0.091522	39991	1.42	0.000	0.120	1.338	0.000	1.070	6.509	0.465	7.378	0.309	0.401	175.795	0.551	0.000	0.831	0.000	2.440	1.719	8.156	0.061	0.063	0.155	0.062	0.512	0.110	0.080	0.000	0.557	0.053	0.196	1.731	0.000	0.165	0.089	0.513	0.000	0.669	0.833	4.455	0.204	0.167	0.099	0.089	0.362	0.213	100.745	28.020	0.305	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000192.spe	411.34	5.08	1	0.017518	-0.010617	0.010016	0.091522	40572	1.46	0.000	0.065	1.686	0.050	1.159	6.170	0.553	6.371	0.851	0.512	186.486	0.534	0.000	1.043	0.022	2.139	2.173	3.364	0.058	0.075	0.169	0.000	0.739	0.000	0.118	0.000	0.000	0.189	0.372	1.694	0.226	0.440	0.747	0.806	0.471	0.566	0.806	5.262	0.150	0.376	0.198	0.000	0.503	0.302	106.094	28.372	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000193.spe	413.34	5.10	1	0.017520	-0.010617	0.009976	0.091522	37221	1.29	0.000	0.121	1.501	0.074	1.196	5.085	0.519	6.348	0.389	0.208	132.529	0.338	0.206	0.745	0.000	1.854	1.958	2.807	0.000	0.020	0.356	0.000	0.380	0.076	0.196	0.000	0.000	0.117	0.543	1.412	0.000	0.210	0.100	0.939	0.675	0.407	0.392	3.839	0.226	0.248	0.000	0.078	0.750	0.538	108.579	28.076	0.303	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000194.spe	415.34	5.04	1	0.017522	-0.010617	0.009976	0.091522	35017	1.38	0.062	0.115	0.890	0.042	1.306	3.963	0.587	4.943	0.000	0.212	134.416	0.600	0.000	0.788	0.041	1.704	1.833	2.646	0.000	0.040	0.223	0.000	0.238	0.255	0.057	0.000	0.000	0.000	0.075	1.782	0.032	0.355	0.388	0.743	0.569	0.498	0.628	4.076	0.000	0.000	0.000	0.000	0.513	0.000	97.094	25.136	0.292	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000195.spe	417.34	5.06	1	0.017522	-0.010617	0.009976	0.091522	35606	1.26	0.000	0.139	1.147	0.061	1.183	5.637	0.471	4.827	0.392	0.331	141.992	0.546	0.015	0.723	0.250	1.899	1.809	3.151	0.021	0.013	0.000	0.105	0.508	0.022	0.000	0.000	0.211	0.128	0.379	1.381	0.000	0.112	0.444	0.799	0.109	0.314	0.511	4.198	0.000	0.000	0.000	0.117	0.414	0.138	92.792	25.335	0.287	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000196.spe	419.34	5.07	1	0.017523	-0.010617	0.009952	0.091522	38589	1.50	0.000	0.156	1.266	0.058	1.063	6.408	0.641	6.124	0.260	0.277	192.159	0.637	0.000	0.651	0.028	2.075	1.956	2.559	0.039	0.135	0.231	0.000	0.511	0.290	0.084	0.000	0.000	0.941	0.000	1.683	0.044	0.273	0.208	0.763	0.110	0.625	1.275	5.136	0.000	0.048	0.000	0.000	0.538	0.126	93.214	25.232	0.296	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000197.spe	421.34	5.07	1	0.017523	-0.010617	0.010010	0.091522	41076	1.50	0.000	0.132	1.358	0.078	1.017	6.676	0.488	8.482	0.559	0.548	196.156	0.770	0.160	0.882	0.079	2.732	2.180	3.233	0.000	0.083	0.182	0.044	0.827	0.000	0.288	0.000	0.000	0.449	0.062	1.716	0.154	0.772	0.614	0.668	0.000	0.750	1.078	5.952	0.115	0.216	0.000	0.180	0.719	0.382	102.784	27.964	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000198.spe	423.34	5.05	1	0.017524	-0.010617	0.010033	0.091522	40950	1.57	0.000	0.149	1.278	0.088	0.966	6.532	0.761	7.279	0.742	0.466	193.946	0.870	0.000	0.817	0.000	2.256	1.881	3.582	0.023	0.206	0.185	0.000	0.550	0.000	0.000	0.000	0.000	0.000	0.000	1.866	0.078	0.345	0.090	0.840	0.177	0.306	1.304	6.459	0.000	0.133	0.000	0.000	0.533	0.000	103.439	28.234	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000199.spe	425.34	5.06	1	0.017523	-0.010617	0.010033	0.091522	42972	1.61	0.000	0.108	1.164	0.029	0.967	6.253	0.706	7.867	0.624	0.635	207.892	0.827	0.198	1.065	0.405	2.404	2.388	3.532	0.038	0.129	0.249	0.061	0.335	0.000	0.154	0.000	0.000	0.357	0.127	1.981	0.146	0.683	0.212	0.430	0.062	0.813	1.117	6.349	0.074	0.274	0.214	0.000	0.628	0.069	109.886	28.738	0.320	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000200.spe	427.34	5.05	1	0.017516	-0.010617	0.010009	0.091522	42186	1.34	0.000	0.122	1.005	0.045	1.016	5.977	0.684	7.241	0.665	0.675	193.764	0.730	0.000	0.796	0.134	2.477	1.656	3.478	0.023	0.134	0.000	0.118	0.582	0.000	0.119	0.000	0.816	0.000	0.000	1.859	0.170	0.445	0.324	0.753	0.000	0.679	1.383	6.014	0.033	0.000	0.000	0.000	0.849	0.000	110.277	27.731	0.316	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000201.spe	429.34	5.06	1	0.017517	-0.010617	0.010023	0.091522	45212	1.43	0.000	0.116	0.895	0.042	1.107	6.020	0.892	7.128	0.806	0.806	223.955	0.626	0.000	1.005	0.466	2.655	2.253	4.103	0.000	0.000	0.293	0.000	0.505	0.000	0.094	0.000	0.482	0.130	0.309	1.807	0.000	0.951	0.136	0.571	0.000	0.668	0.994	6.915	0.104	0.500	0.235	0.023	0.266	0.014	117.467	29.900	0.330	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000202.spe	431.34	5.03	1	0.017517	-0.010617	0.010036	0.091522	45684	1.46	0.000	0.169	1.622	0.086	1.056	7.166	0.757	7.940	0.936	0.705	236.272	0.558	0.000	1.289	0.250	2.583	2.218	3.625	0.000	0.098	0.300	0.000	0.497	0.000	0.213	0.000	1.006	0.000	0.377	1.908	0.000	0.889	0.140	1.049	0.000	0.585	1.223	6.862	0.113	0.362	0.186	0.000	0.560	0.481	117.277	30.256	0.333	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000203.spe	433.34	5.00	1	0.017518	-0.010617	0.010049	0.091522	43844	1.50	0.000	0.102	1.196	0.071	1.052	5.479	0.906	6.967	0.434	0.683	210.794	0.615	0.000	1.111	0.638	2.210	2.046	3.519	0.033	0.055	0.162	0.072	0.500	0.036	0.163	0.000	0.000	0.000	0.362	2.127	0.063	1.120	0.545	0.652	0.000	0.659	0.938	7.303	0.266	0.109	0.000	0.000	0.528	0.330	117.313	29.242	0.328	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000204.spe	435.34	5.04	1	0.017518	-0.010617	0.010049	0.091522	42405	1.28	0.000	0.000	0.935	0.076	0.936	4.990	0.930	5.510	0.367	0.658	178.509	0.875	0.433	0.625	0.477	2.104	2.248	4.433	0.000	0.156	0.023	0.157	0.341	0.083	0.115	0.000	0.000	0.341	0.152	1.435	0.000	0.927	0.056	0.808	0.000	0.686	0.951	5.604	0.017	0.000	0.000	0.000	0.419	0.043	123.728	29.960	0.327	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000205.spe	437.34	5.09	1	0.017521	-0.010617	0.010030	0.091522	41692	1.63	0.000	0.084	0.857	0.015	1.088	4.986	0.869	5.610	0.337	0.798	189.980	0.598	0.094	0.749	0.169	1.975	1.616	2.934	0.082	0.068	0.057	0.064	0.478	0.183	0.288	0.000	0.000	0.054	0.611	1.644	0.000	0.913	0.373	0.642	0.093	0.327	0.844	5.958	0.000	0.000	0.000	0.036	0.292	0.000	111.806	26.276	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000206.spe	439.34	5.02	1	0.017515	-0.010617	0.009982	0.091522	45639	1.30	0.000	0.099	0.873	0.071	1.068	4.666	0.945	7.416	0.424	0.907	220.956	0.531	0.000	0.405	0.406	2.347	1.734	3.139	0.000	0.000	0.226	0.000	0.435	0.074	0.000	0.000	1.462	0.000	0.613	1.723	0.123	1.209	0.066	0.597	0.000	0.559	0.877	6.416	0.171	0.072	0.052	0.015	0.509	0.364	128.327	29.558	0.337	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000207.spe	441.34	5.03	1	0.017514	-0.010617	0.010006	0.091522	46912	1.35	0.000	0.105	0.913	0.048	1.121	4.619	0.968	5.908	0.503	1.202	216.345	0.804	0.000	0.745	0.780	2.625	2.010	4.171	0.049	0.053	0.091	0.099	0.528	0.000	0.017	0.000	1.403	0.000	0.473	1.845	0.000	1.332	0.192	0.424	0.000	0.555	0.741	6.425	0.000	0.000	0.000	0.000	0.749	0.148	136.694	31.239	0.349	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000208.spe	443.34	5.04	1	0.017516	-0.010617	0.010046	0.091522	46482	1.41	0.000	0.078	0.959	0.058	1.090	4.871	1.087	6.089	0.484	0.901	208.060	0.691	0.000	0.675	0.589	2.101	1.612	3.662	0.064	0.000	0.155	0.000	0.478	0.000	0.013	0.000	0.735	0.000	0.374	1.850	0.091	1.314	0.253	0.353	0.000	0.482	1.303	6.248	0.120	0.000	0.000	0.000	0.601	0.000	136.678	30.739	0.346	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000209.spe	445.34	5.07	1	0.017516	-0.010617	0.010046	0.091522	43318	1.39	0.000	0.033	0.625	0.112	1.139	4.851	0.939	5.600	0.162	0.637	163.289	0.483	0.000	0.679	0.187	2.590	2.090	4.877	0.000	0.023	0.174	0.000	0.283	0.164	0.057	0.000	0.863	0.000	0.474	1.712	0.218	1.087	0.149	0.435	0.000	0.267	0.699	5.358	0.000	0.270	0.000	0.000	0.487	0.000	136.357	30.512	0.340	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000210.spe	447.34	5.09	1	0.017518	-0.010617	0.009915	0.091522	46549	1.34	0.000	0.175	0.709	0.076	1.194	5.408	0.980	6.316	0.516	0.907	206.928	0.674	0.000	0.706	0.392	2.637	2.061	4.926	0.021	0.036	0.126	0.053	0.589	0.027	0.080	0.000	0.141	0.000	0.073	1.918	0.000	1.037	0.326	0.732	0.000	0.826	1.122	6.164	0.000	0.369	0.000	0.000	0.639	0.000	135.922	29.692	0.348	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000211.spe	449.34	5.07	1	0.017516	-0.010617	0.009877	0.091522	44150	1.47	0.000	0.172	0.915	0.074	0.979	6.283	0.918	7.148	0.585	0.679	195.141	0.837	0.000	0.954	0.350	2.745	2.310	4.701	0.000	0.119	0.134	0.050	0.564	0.000	0.076	0.000	0.766	0.000	0.287	1.551	0.000	1.058	0.106	0.450	0.000	0.474	0.988	5.853	0.074	0.000	0.000	0.000	0.532	0.000	124.938	29.765	0.335	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000212.spe	451.34	5.07	1	0.017514	-0.010617	0.009838	0.091522	45580	1.29	0.000	0.182	1.008	0.077	0.924	6.287	0.931	8.439	0.849	0.871	207.399	0.588	0.000	1.174	0.228	2.891	2.031	4.282	0.000	0.086	0.285	0.000	0.527	0.000	0.102	0.000	1.347	0.000	0.537	1.834	0.000	1.103	0.329	0.702	0.000	0.464	0.851	6.312	0.031	0.000	0.116	0.000	0.878	0.000	129.649	30.360	0.340	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000213.spe	453.34	5.06	1	0.017514	-0.010617	0.009821	0.091522	47174	1.29	0.000	0.221	0.858	0.065	0.839	5.815	1.066	7.063	0.599	0.955	207.532	0.461	0.036	1.151	0.371	2.687	2.404	4.995	0.018	0.097	0.367	0.000	0.609	0.000	0.000	0.000	1.297	0.000	0.845	1.992	0.000	1.506	0.000	0.379	0.000	0.329	0.439	6.865	0.374	0.141	0.000	0.000	0.652	0.159	140.284	32.299	0.354	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000214.spe	455.34	5.05	1	0.017516	-0.010617	0.009948	0.091522	46012	1.26	0.000	0.186	0.553	0.048	0.947	5.174	1.019	5.752	0.383	0.902	182.932	0.506	0.000	1.194	0.623	1.914	2.237	4.425	0.026	0.000	0.021	0.080	0.419	0.000	0.014	0.000	1.091	0.061	0.697	1.557	0.084	1.144	0.025	0.125	1.089	0.228	0.443	5.817	0.000	0.286	0.000	0.000	0.567	0.000	145.560	31.745	0.354	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000215.spe	457.34	5.07	1	0.017514	-0.010617	0.009960	0.091522	46394	1.48	0.000	0.094	0.434	0.053	0.970	4.511	0.928	6.219	0.308	0.913	184.065	0.577	0.148	1.312	0.562	2.647	1.654	4.524	0.000	0.068	0.243	0.000	0.305	0.137	0.000	0.000	1.464	0.000	0.573	1.566	0.000	1.026	0.205	0.870	0.000	0.410	0.902	5.605	0.043	0.000	0.000	0.000	0.528	0.000	145.622	30.772	0.356	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000216.spe	459.34	5.12	1	0.017517	-0.010617	0.009943	0.091522	48181	1.39	0.000	0.076	0.541	0.063	0.993	4.711	1.050	6.875	0.416	1.021	189.957	0.633	0.000	0.924	0.773	2.594	2.339	5.045	0.025	0.095	0.132	0.000	0.459	0.082	0.000	0.000	0.550	0.000	0.287	1.931	0.000	1.486	0.381	0.502	0.336	0.646	1.203	5.666	0.000	0.000	0.154	0.000	0.240	0.266	155.238	33.245	0.366	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000217.spe	461.34	5.13	1	0.017516	-0.010617	0.009897	0.091522	49446	1.51	0.000	0.204	0.581	0.054	0.801	5.945	0.916	8.258	1.126	1.202	200.254	0.702	0.000	0.766	0.645	3.330	2.241	3.638	0.000	0.163	0.000	0.223	0.405	0.000	0.075	0.000	0.735	0.045	0.641	2.066	0.000	1.422	0.000	1.088	0.000	0.174	0.708	6.345	0.000	0.000	0.000	0.000	0.620	0.000	159.786	32.672	0.372	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000218.spe	463.34	5.12	1	0.017517	-0.010617	0.009897	0.091522	49489	1.59	0.000	0.000	0.683	0.000	1.017	7.111	1.096	10.185	0.066	0.824	221.320	0.741	0.088	1.304	0.402	3.272	2.311	4.801	0.063	0.088	0.238	0.044	0.728	0.641	0.080	0.000	0.764	0.016	0.613	1.983	0.000	1.409	0.000	0.536	0.000	0.694	1.028	7.454	0.000	0.000	0.000	0.000	0.631	0.000	148.914	31.592	0.364	
